,State,County,2010_Population,Food_Desert_Population,Food_Desert_Low_Income
1968,North Carolina,Rutherford,67810,10262,4298
1969,North Carolina,Sampson,63431,3117,1506
1970,North Carolina,Scotland,36157,7426,3361
1971,North Carolina,Stanly,60585,3760,1205
1972,North Carolina,Stokes,47401,7105,2658
1973,North Carolina,Surry,73673,5505,2040
1974,North Carolina,Swain,13981,214,91
1975,North Carolina,Transylvania,33090,2520,877
1976,North Carolina,Tyrrell,4407,490,271
1977,North Carolina,Union,201292,79488,18308
1978,North Carolina,Vance,45422,3042,1625
1979,North Carolina,Wake,900993,239600,61397
1980,North Carolina,Warren,20972,1528,892
1981,North Carolina,Washington,13228,2198,977
1982,North Carolina,Watauga,51079,4627,1604
1983,North Carolina,Wayne,122623,27527,12393
1984,North Carolina,Wilkes,69340,2479,1363
1985,North Carolina,Wilson,81234,7128,2367
1986,North Carolina,Yadkin,38406,4719,2211
1987,North Carolina,Yancey,17818,190,85
1988,North Dakota,Adams,2343,522,161
1989,North Dakota,Barnes,11066,3337,803
1990,North Dakota,Benson,6660,2844,1151
1991,North Dakota,Billings,783,783,206
1992,North Dakota,Bottineau,6429,2939,777
1993,North Dakota,Bowman,3151,940,127
1994,North Dakota,Burke,1968,1968,619
1995,North Dakota,Burleigh,81308,21693,3647
1996,North Dakota,Cass,149778,31502,5883
1997,North Dakota,Cavalier,3993,1455,325
1998,North Dakota,Dickey,5289,673,170
1999,North Dakota,Divide,2071,689,204
2000,North Dakota,Dunn,3536,1874,457
2001,North Dakota,Eddy,2385,689,234
2002,North Dakota,Emmons,3550,1582,546
2003,North Dakota,Foster,3343,603,159
2004,North Dakota,Golden Valley,1680,1680,611
2005,North Dakota,Grand Forks,66861,14613,6119
2006,North Dakota,Grant,2394,1253,392
2007,North Dakota,Griggs,2420,794,153
2008,North Dakota,Hettinger,2477,2476,651
2009,North Dakota,Kidder,2435,2424,668
2010,North Dakota,LaMoure,4139,1540,373
2011,North Dakota,Logan,1990,835,271
2012,North Dakota,McHenry,5395,3725,1165
2013,North Dakota,McIntosh,2809,559,186
2014,North Dakota,McKenzie,6360,2346,791
2015,North Dakota,McLean,8962,4944,1333
2016,North Dakota,Mercer,8424,1967,403
2017,North Dakota,Morton,27471,8351,1720
2018,North Dakota,Mountrail,7673,1007,182
2019,North Dakota,Nelson,3126,3126,810
2020,North Dakota,Oliver,1846,1556,333
2021,North Dakota,Pembina,7413,3425,802
2022,North Dakota,Pierce,4357,841,255
2023,North Dakota,Ramsey,11451,3190,666
2024,North Dakota,Ransom,5457,889,203
2025,North Dakota,Renville,2470,1457,299
2026,North Dakota,Richland,16321,6670,1353
2027,North Dakota,Rolette,13937,1302,539
2028,North Dakota,Sargent,3829,839,194
2029,North Dakota,Sheridan,1321,1078,300
2030,North Dakota,Sioux,4153,1701,1090
2031,North Dakota,Slope,727,692,188
2032,North Dakota,Stark,24199,5601,1114
2033,North Dakota,Steele,1975,1733,411
2034,North Dakota,Stutsman,21100,5854,1186
2035,North Dakota,Towner,2246,782,148
2036,North Dakota,Traill,8121,1476,238
2037,North Dakota,Walsh,11119,2146,499
2038,North Dakota,Ward,61675,22294,7413
2039,North Dakota,Wells,4207,1593,363
2040,North Dakota,Williams,22398,6709,1200
2041,Ohio,Adams,28550,3572,2016
2042,Ohio,Allen,106331,17873,5392
2043,Ohio,Ashland,53139,2768,1176
2044,Ohio,Ashtabula,101497,21280,9305
2045,Ohio,Athens,64757,9685,6600
2046,Ohio,Auglaize,45949,3759,979
2047,Ohio,Belmont,70400,14648,4784
2048,Ohio,Brown,44846,2125,893
2049,Ohio,Butler,368130,145311,29051
2050,Ohio,Carroll,28836,2455,1114
2051,Ohio,Champaign,40097,1076,485
2052,Ohio,Clark,138333,33915,15242
2053,Ohio,Clermont,197363,89973,21171
2054,Ohio,Clinton,42040,12353,5771
2055,Ohio,Columbiana,107841,18987,7713
2056,Ohio,Coshocton,36901,4369,1641
2057,Ohio,Crawford,43784,12772,5598
2058,Ohio,Cuyahoga,1280122,262968,56670
2059,Ohio,Darke,52959,5546,1900
2060,Ohio,Defiance,39037,5483,1986
2061,Ohio,Delaware,174214,70469,7871
2062,Ohio,Erie,77079,19353,6367
2063,Ohio,Fairfield,146156,40076,9568
2064,Ohio,Fayette,29030,2825,1206
2065,Ohio,Franklin,1163414,298838,91570
2066,Ohio,Fulton,42698,8380,2892
2067,Ohio,Gallia,30934,3592,1743
2068,Ohio,Geauga,93389,23897,4117
2069,Ohio,Greene,161573,46135,11461
2070,Ohio,Guernsey,40087,9820,3954
2071,Ohio,Hamilton,802374,244155,70202
2072,Ohio,Hancock,74782,10969,4216
2073,Ohio,Hardin,32058,3851,1543
2074,Ohio,Harrison,15864,1040,468
2075,Ohio,Henry,28215,2489,737
2076,Ohio,Highland,43589,3552,1627
2077,Ohio,Hocking,29380,4176,1826
2078,Ohio,Holmes,42366,2152,1030
2079,Ohio,Huron,59626,7186,2416
2080,Ohio,Jackson,33225,2417,1122
2081,Ohio,Jefferson,69709,15601,7034
2082,Ohio,Knox,60921,12383,4099
2083,Ohio,Lake,230041,91421,19974
2084,Ohio,Lawrence,62450,6914,2194
2085,Ohio,Licking,166492,56340,14971
2086,Ohio,Logan,45858,2614,1232
2087,Ohio,Lorain,301356,103518,27243
2088,Ohio,Lucas,441815,69288,23973
2089,Ohio,Madison,43435,15753,8090
2090,Ohio,Mahoning,238823,70787,27993
2091,Ohio,Marion,66501,20346,11267
2092,Ohio,Medina,172332,46530,8079
2093,Ohio,Meigs,23770,5604,2734
2094,Ohio,Mercer,40814,3958,865
2095,Ohio,Miami,102506,14942,3893
2096,Ohio,Monroe,14642,812,270
2097,Ohio,Montgomery,535153,154448,54156
2098,Ohio,Morgan,15054,2248,1053
2099,Ohio,Morrow,34827,51,19
2100,Ohio,Muskingum,86074,16895,8467
2101,Ohio,Noble,14645,6528,2982
2102,Ohio,Ottawa,41428,14805,4043
2103,Ohio,Paulding,19614,3267,1338
2104,Ohio,Perry,36058,937,404
2105,Ohio,Pickaway,55698,5000,463
2106,Ohio,Pike,28709,4805,2496
2107,Ohio,Portage,161419,58306,16736
2108,Ohio,Preble,42270,5754,1284
2109,Ohio,Putnam,34499,8254,1783
2110,Ohio,Richland,124475,41158,15858
2111,Ohio,Ross,78064,13754,5339
2112,Ohio,Sandusky,60944,6439,2045
2113,Ohio,Scioto,79499,7542,3197
2114,Ohio,Seneca,56745,11461,4196
2115,Ohio,Shelby,49423,7294,2484
2116,Ohio,Stark,375586,103059,29338
2117,Ohio,Summit,541781,171852,43415
2118,Ohio,Trumbull,210312,48086,17212
2119,Ohio,Tuscarawas,92582,12554,4556
2120,Ohio,Union,52300,13853,3415
2121,Ohio,Van Wert,28744,5286,1871
2122,Ohio,Vinton,13435,5872,2859
2123,Ohio,Warren,212693,104459,14505
2124,Ohio,Washington,61778,6912,2612
2125,Ohio,Wayne,114520,19335,5994
2126,Ohio,Williams,37642,9833,4444
2127,Ohio,Wood,125488,35893,10666
2128,Ohio,Wyandot,22615,1595,649
2129,Oklahoma,Adair,22683,2086,1155
2130,Oklahoma,Alfalfa,5642,3316,1189
2131,Oklahoma,Atoka,14182,5733,2541
2132,Oklahoma,Beaver,5636,2157,792
2133,Oklahoma,Beckham,22119,6069,2092
2134,Oklahoma,Blaine,11943,7159,2180
2135,Oklahoma,Bryan,42416,12160,4688
2136,Oklahoma,Caddo,29600,10609,5259
2137,Oklahoma,Canadian,115541,39407,7578
2138,Oklahoma,Carter,47557,8574,3386
2139,Oklahoma,Cherokee,46987,11269,5745
2140,Oklahoma,Choctaw,15205,8305,4527
2141,Oklahoma,Cimarron,2475,999,380
2142,Oklahoma,Cleveland,255755,68513,18854
2143,Oklahoma,Coal,5925,1618,774
2144,Oklahoma,Comanche,124098,39320,17541
2145,Oklahoma,Cotton,6193,5206,2015
2146,Oklahoma,Craig,15029,4024,1938
2147,Oklahoma,Creek,69967,11295,3831
2148,Oklahoma,Custer,27469,14382,5852
2149,Oklahoma,Delaware,41487,8738,3939
2150,Oklahoma,Dewey,4810,4810,1726
2151,Oklahoma,Ellis,4151,4132,1586
2152,Oklahoma,Garfield,60580,12314,3601
2153,Oklahoma,Garvin,27576,3941,1975
2154,Oklahoma,Grady,52431,15790,4583
2155,Oklahoma,Grant,4527,2958,1053
2156,Oklahoma,Greer,6239,1061,531
2157,Oklahoma,Harmon,2922,242,56
2158,Oklahoma,Harper,3685,1903,861
2159,Oklahoma,Haskell,12769,4845,2261
2160,Oklahoma,Hughes,14003,3307,1307
2161,Oklahoma,Jackson,26446,9027,3286
2162,Oklahoma,Jefferson,6472,1508,817
2163,Oklahoma,Johnston,10957,3924,1649
2164,Oklahoma,Kay,46562,18592,8328
2165,Oklahoma,Kingfisher,15034,2755,629
2166,Oklahoma,Kiowa,9446,5092,2524
2167,Oklahoma,Latimer,11154,2441,931
2168,Oklahoma,Le Flore,50384,8111,4145
2169,Oklahoma,Lincoln,34273,4892,1794
2170,Oklahoma,Logan,41848,21733,5898
2171,Oklahoma,Love,9423,1911,619
2172,Oklahoma,Major,7527,1359,372
2173,Oklahoma,Marshall,15840,4633,2213
2174,Oklahoma,Mayes,41259,5191,2379
2175,Oklahoma,McClain,34506,3959,1490
2176,Oklahoma,McCurtain,33151,9193,4814
2177,Oklahoma,McIntosh,20252,2907,1397
2178,Oklahoma,Murray,13488,2115,912
2179,Oklahoma,Muskogee,70990,11040,4839
2180,Oklahoma,Noble,11561,3839,1568
2181,Oklahoma,Nowata,10536,2625,1090
2182,Oklahoma,Okfuskee,12191,2857,1561
2183,Oklahoma,Oklahoma,718633,161296,54876
2184,Oklahoma,Okmulgee,40069,9550,4561
2185,Oklahoma,Osage,47472,18592,7378
2186,Oklahoma,Ottawa,31848,5127,3044
2187,Oklahoma,Pawnee,16577,932,287
2188,Oklahoma,Payne,77350,19121,8345
2189,Oklahoma,Pittsburg,45837,17933,6913
2190,Oklahoma,Pontotoc,37492,11367,3911
2191,Oklahoma,Pottawatomie,69442,10006,5234
2192,Oklahoma,Pushmataha,11572,5048,2436
2193,Oklahoma,Roger Mills,3647,2001,717
2194,Oklahoma,Rogers,86905,18579,3710
2195,Oklahoma,Seminole,25482,2066,1090
2196,Oklahoma,Sequoyah,42391,8937,4160
2197,Oklahoma,Stephens,45048,12314,3688
2198,Oklahoma,Texas,20640,8227,3220
2199,Oklahoma,Tillman,7992,3232,1329
2200,Oklahoma,Tulsa,603403,158505,58689
2201,Oklahoma,Wagoner,73085,30363,7901
2202,Oklahoma,Washington,50976,20091,7689
2203,Oklahoma,Washita,11629,5331,1938
2204,Oklahoma,Woods,8878,2342,611
2205,Oklahoma,Woodward,20081,6510,1718
2206,Oregon,Baker,16134,6181,2297
2207,Oregon,Benton,85579,26716,7139
2208,Oregon,Clackamas,375992,52278,10754
2209,Oregon,Clatsop,37039,5253,1636
2210,Oregon,Columbia,49351,3372,827
2211,Oregon,Coos,63043,5643,2358
2212,Oregon,Crook,20978,3498,1151
2213,Oregon,Curry,22364,1482,630
2214,Oregon,Deschutes,157733,34051,10894
2215,Oregon,Douglas,107667,23714,9726
2216,Oregon,Gilliam,1871,1022,309
2217,Oregon,Grant,7445,2964,1313
2218,Oregon,Harney,7422,3837,1617
2219,Oregon,Hood River,22346,3496,794
2220,Oregon,Jackson,203206,46125,16983
2221,Oregon,Jefferson,21720,5117,2239
2222,Oregon,Josephine,82713,17537,7696
2223,Oregon,Klamath,66380,24247,9259
2224,Oregon,Lake,7895,3200,1637
2225,Oregon,Lane,351715,65753,22440
2226,Oregon,Lincoln,46034,8399,3275
2227,Oregon,Linn,116672,37207,13487
2228,Oregon,Malheur,31313,2848,1721
2229,Oregon,Marion,315335,53339,18097
2230,Oregon,Morrow,11173,503,184
2231,Oregon,Multnomah,735334,70810,20304
2232,Oregon,Polk,75403,19660,6952
2233,Oregon,Sherman,1765,1440,546
2234,Oregon,Tillamook,25250,727,203
2235,Oregon,Umatilla,75889,23260,9663
2236,Oregon,Union,25748,6441,2693
2237,Oregon,Wallowa,7008,1896,731
2238,Oregon,Wasco,25213,10480,4394
2239,Oregon,Washington,529710,66240,12072
2240,Oregon,Wheeler,1441,1441,543
2241,Oregon,Yamhill,99193,16494,4444
2242,Pennsylvania,Adams,101407,11499,2865
2243,Pennsylvania,Allegheny,1223348,320520,69569
2244,Pennsylvania,Armstrong,68941,2524,905
2245,Pennsylvania,Beaver,170539,65959,21064
2246,Pennsylvania,Bedford,49762,8731,2917
2247,Pennsylvania,Berks,411442,71306,14302
2248,Pennsylvania,Blair,127089,31252,11293
2249,Pennsylvania,Bradford,62622,8717,3159
2250,Pennsylvania,Bucks,625249,193367,25970
2251,Pennsylvania,Butler,183862,39357,5073
2252,Pennsylvania,Cambria,143679,34705,11686
2253,Pennsylvania,Cameron,5085,384,141
2254,Pennsylvania,Carbon,65249,3247,1127
2255,Pennsylvania,Centre,153990,26792,5635
2256,Pennsylvania,Chester,498886,238625,36366
2257,Pennsylvania,Clarion,39988,4209,1903
2258,Pennsylvania,Clearfield,81642,15683,5121
2259,Pennsylvania,Clinton,39238,4846,1595
2260,Pennsylvania,Columbia,67295,5536,1542
2261,Pennsylvania,Crawford,88765,13158,3875
2262,Pennsylvania,Cumberland,235406,63287,12668
2263,Pennsylvania,Dauphin,268100,101020,23409
2264,Pennsylvania,Delaware,558979,92979,14276
2265,Pennsylvania,Elk,31946,5516,1563
2266,Pennsylvania,Erie,280566,76992,25315
2267,Pennsylvania,Fayette,136606,24535,9802
2268,Pennsylvania,Forest,7716,105,41
2269,Pennsylvania,Franklin,149618,34398,9415
2270,Pennsylvania,Fulton,14845,1651,644
2271,Pennsylvania,Greene,38686,8480,3271
2272,Pennsylvania,Huntingdon,45913,922,290
2273,Pennsylvania,Indiana,88880,17123,7243
2274,Pennsylvania,Jefferson,45200,3580,1215
2275,Pennsylvania,Juniata,24636,1561,656
2276,Pennsylvania,Lackawanna,214437,31504,9499
2277,Pennsylvania,Lancaster,519445,98701,20784
2278,Pennsylvania,Lawrence,91108,26954,11478
2279,Pennsylvania,Lebanon,133568,23669,4594
2280,Pennsylvania,Lehigh,349497,94904,17037
2281,Pennsylvania,Luzerne,320918,62086,17973
2282,Pennsylvania,Lycoming,116111,21506,7516
2283,Pennsylvania,McKean,43450,1207,360
2284,Pennsylvania,Mercer,116638,17364,7425
2285,Pennsylvania,Mifflin,46682,6588,2400
2286,Pennsylvania,Monroe,169842,40686,12767
2287,Pennsylvania,Montgomery,799874,246821,31445
2288,Pennsylvania,Montour,18267,3215,754
2289,Pennsylvania,Northampton,297735,74793,14524
2290,Pennsylvania,Northumberland,94528,6332,2193
2291,Pennsylvania,Perry,45969,2982,1204
2292,Pennsylvania,Philadelphia,1526006,18760,7274
2293,Pennsylvania,Pike,57369,7479,1398
2294,Pennsylvania,Potter,17457,3110,1166
2295,Pennsylvania,Schuylkill,148289,12736,3285
2296,Pennsylvania,Snyder,39702,2117,929
2297,Pennsylvania,Somerset,77742,13094,4717
2298,Pennsylvania,Sullivan,6428,1987,716
2299,Pennsylvania,Susquehanna,43356,4208,1664
2300,Pennsylvania,Tioga,41981,6447,2665
2301,Pennsylvania,Union,44947,12183,6593
2302,Pennsylvania,Venango,54984,1859,632
2303,Pennsylvania,Warren,41815,4515,1807
2304,Pennsylvania,Washington,207820,58203,15518
2305,Pennsylvania,Wayne,52822,1050,554
2306,Pennsylvania,Westmoreland,365169,116070,27559
2307,Pennsylvania,Wyoming,28276,29,9
2308,Pennsylvania,York,434972,127173,23328
2309,Rhode Island,Bristol,49875,27937,6214
2310,Rhode Island,Kent,166158,50061,9397
2311,Rhode Island,Newport,82888,27996,4263
2312,Rhode Island,Providence,626667,104176,20984
2313,Rhode Island,Washington,126979,40169,10757
2314,South Carolina,Abbeville,25417,2671,1022
2315,South Carolina,Aiken,160099,39830,10857
2316,South Carolina,Allendale,10419,243,143
2317,South Carolina,Anderson,187126,66234,23633
2318,South Carolina,Bamberg,15987,4061,2199
2319,South Carolina,Barnwell,22621,7,3
2320,South Carolina,Beaufort,162233,76128,24294
2321,South Carolina,Berkeley,177843,52627,19233
2322,South Carolina,Calhoun,15175,129,46
2323,South Carolina,Charleston,350209,80530,26204
2324,South Carolina,Cherokee,55342,7597,3952
2325,South Carolina,Chester,33140,5275,3613
2326,South Carolina,Chesterfield,46734,5377,2868
2327,South Carolina,Clarendon,34971,3755,1666
2328,South Carolina,Colleton,38892,14682,8203
2329,South Carolina,Darlington,68681,8150,4153
2330,South Carolina,Dillon,32062,1409,649
2331,South Carolina,Dorchester,136555,37621,10399
2332,South Carolina,Edgefield,26985,5651,2656
2333,South Carolina,Fairfield,23956,6096,2761
2334,South Carolina,Florence,136885,28628,13183
2335,South Carolina,Georgetown,60158,13994,5086
2336,South Carolina,Greenville,451225,191027,62826
2337,South Carolina,Greenwood,69661,9685,3492
2338,South Carolina,Hampton,21090,2705,1702
2339,South Carolina,Horry,269291,60958,24216
2340,South Carolina,Jasper,24777,2448,1092
2341,South Carolina,Kershaw,61697,20530,7545
2342,South Carolina,Lancaster,76652,26298,10932
2343,South Carolina,Laurens,66537,12595,6659
2344,South Carolina,Lee,19220,1000,526
2345,South Carolina,Lexington,262391,88226,24589
2346,South Carolina,Marion,33062,35,24
2347,South Carolina,Marlboro,28933,2696,1452
2348,South Carolina,McCormick,10233,330,96
2349,South Carolina,Newberry,37508,10205,5465
2350,South Carolina,Oconee,74273,14810,7182
2351,South Carolina,Orangeburg,92501,17217,7911
2352,South Carolina,Pickens,119224,50867,20094
2353,South Carolina,Richland,384504,147001,50170
2354,South Carolina,Saluda,19875,523,240
2355,South Carolina,Spartanburg,284307,96213,42810
2356,South Carolina,Sumter,107456,21544,8810
2357,South Carolina,Union,28961,2295,1251
2358,South Carolina,Williamsburg,34423,2132,1520
2359,South Carolina,York,226073,72953,22225
2360,South Dakota,Aurora,2710,2016,631
2361,South Dakota,Beadle,17398,5040,1820
2362,South Dakota,Bennett,3431,3320,2036
2363,South Dakota,Bon Homme,7070,998,303
2364,South Dakota,Brookings,31965,15602,6392
2365,South Dakota,Brown,36531,15384,3972
2366,South Dakota,Brule,5255,1649,674
2367,South Dakota,Buffalo,1912,1907,1374
2368,South Dakota,Butte,10110,4289,1550
2369,South Dakota,Campbell,1466,1369,472
2370,South Dakota,Charles Mix,9129,916,348
2371,South Dakota,Clark,3691,1708,543
2372,South Dakota,Clay,13864,4538,1623
2373,South Dakota,Codington,27227,10746,2735
2374,South Dakota,Corson,4050,3636,2335
2375,South Dakota,Custer,8216,2904,650
2376,South Dakota,Davison,19504,6400,1724
2377,South Dakota,Day,5710,2791,1004
2378,South Dakota,Deuel,4364,3940,1163
2379,South Dakota,Dewey,5301,3311,2026
2380,South Dakota,Douglas,3002,2675,895
2381,South Dakota,Edmunds,4071,2592,739
2382,South Dakota,Fall River,7094,3375,1234
2383,South Dakota,Faulk,2364,1140,515
2384,South Dakota,Grant,7356,1311,335
2385,South Dakota,Gregory,4271,1213,540
2386,South Dakota,Haakon,1937,801,330
2387,South Dakota,Hamlin,5903,5671,1960
2388,South Dakota,Hand,3431,1177,438
2389,South Dakota,Hanson,3331,595,199
2390,South Dakota,Harding,1255,1255,418
2391,South Dakota,Hughes,17022,5990,1719
2392,South Dakota,Hutchinson,7343,649,201
2393,South Dakota,Hyde,1420,1420,271
2394,South Dakota,Jackson,3031,1910,1180
2395,South Dakota,Jerauld,2071,2071,645
2396,South Dakota,Jones,1006,1006,332
2397,South Dakota,Kingsbury,5148,2689,736
2398,South Dakota,Lake,11200,1837,393
2399,South Dakota,Lawrence,24097,5134,1824
2400,South Dakota,Lincoln,44828,16044,2445
2401,South Dakota,Lyman,3755,3139,1384
2402,South Dakota,Marshall,4656,2347,895
2403,South Dakota,McCook,5618,1820,585
2404,South Dakota,McPherson,2459,1370,658
2405,South Dakota,Meade,25434,5922,1693
2406,South Dakota,Mellette,2048,2036,1152
2407,South Dakota,Miner,2389,911,237
2408,South Dakota,Minnehaha,169468,40318,10201
2409,South Dakota,Moody,6486,4976,1992
2410,South Dakota,Pennington,100948,26246,5946
2411,South Dakota,Perkins,2982,1471,523
2412,South Dakota,Potter,2329,2329,758
2413,South Dakota,Roberts,10149,2750,1035
2414,South Dakota,Sanborn,2355,2328,697
2415,South Dakota,Shannon,13586,10780,8438
2416,South Dakota,Spink,6415,2780,797
2417,South Dakota,Stanley,2966,400,123
2418,South Dakota,Sully,1373,1373,242
2419,South Dakota,Todd,9612,1990,1371
2420,South Dakota,Tripp,5644,1811,650
2421,South Dakota,Turner,8347,191,44
2422,South Dakota,Union,14399,46,11
2423,South Dakota,Walworth,5438,1862,560
2424,South Dakota,Yankton,22438,5711,2022
2425,South Dakota,Ziebach,2801,1047,744
2426,Tennessee,Anderson,75129,16526,5069
2427,Tennessee,Bedford,45058,10619,4976
2428,Tennessee,Benton,16489,2078,1093
2429,Tennessee,Bledsoe,12876,396,211
2430,Tennessee,Blount,123010,38672,13436
2431,Tennessee,Bradley,98963,36686,15092
2432,Tennessee,Campbell,40716,3048,1512
2433,Tennessee,Cannon,13801,320,146
2434,Tennessee,Carroll,28522,3736,1307
2435,Tennessee,Carter,57424,29446,14922
2436,Tennessee,Cheatham,39105,3246,928
2437,Tennessee,Chester,17131,1950,914
2438,Tennessee,Claiborne,32213,2018,1001
2439,Tennessee,Clay,7861,11,5
2440,Tennessee,Cocke,35662,7531,4111
2441,Tennessee,Coffee,52796,7520,3206
2442,Tennessee,Crockett,14586,2123,999
2443,Tennessee,Cumberland,56053,17676,6888
2444,Tennessee,Davidson,626681,148279,48815
2445,Tennessee,DeKalb,18723,2938,1279
2446,Tennessee,Decatur,11757,896,346
2447,Tennessee,Dickson,49666,4902,1876
2448,Tennessee,Dyer,38335,11876,5183
2449,Tennessee,Fayette,38413,6793,2202
2450,Tennessee,Fentress,17959,37,19
2451,Tennessee,Franklin,41052,8089,2696
2452,Tennessee,Gibson,49683,10981,5398
2453,Tennessee,Giles,29485,2395,1028
2454,Tennessee,Grainger,22657,0,0
2455,Tennessee,Greene,68831,19198,7094
2456,Tennessee,Grundy,13703,135,98
2457,Tennessee,Hamblen,62544,34110,14693
2458,Tennessee,Hamilton,336463,154352,49285
2459,Tennessee,Hancock,6819,67,26
2460,Tennessee,Hardeman,27253,3349,1969
2461,Tennessee,Hardin,26026,5147,2308
2462,Tennessee,Hawkins,56833,10958,3766
2463,Tennessee,Haywood,18787,4887,2679
2464,Tennessee,Henderson,27769,1739,646
2465,Tennessee,Henry,32330,7051,3051
2466,Tennessee,Hickman,24690,2776,1270
2467,Tennessee,Houston,8426,214,116
2468,Tennessee,Humphreys,18538,3140,1295
2469,Tennessee,Jackson,11638,0,0
2470,Tennessee,Jefferson,51407,8624,3352
2471,Tennessee,Johnson,18244,1781,647
2472,Tennessee,Knox,432226,170240,49988
2473,Tennessee,Lake,7832,15,8
2474,Tennessee,Lauderdale,27815,1638,1364
2475,Tennessee,Lawrence,41869,1382,617
2476,Tennessee,Lewis,12161,4243,2077
2477,Tennessee,Lincoln,33361,3704,1514
2478,Tennessee,Loudon,48556,9603,4313
2479,Tennessee,Macon,22248,3771,2139
2480,Tennessee,Madison,98294,32455,12760
2481,Tennessee,Marion,28237,3084,1179
2482,Tennessee,Marshall,30617,6988,3709
2483,Tennessee,Maury,80956,21203,7395
2484,Tennessee,McMinn,52266,10924,4583
2485,Tennessee,McNairy,26075,6206,2852
2486,Tennessee,Meigs,11753,177,71
2487,Tennessee,Monroe,44519,6127,2616
2488,Tennessee,Montgomery,172331,87248,30475
2489,Tennessee,Moore,6362,2145,909
2490,Tennessee,Morgan,21987,3147,1416
2491,Tennessee,Obion,31807,2342,837
2492,Tennessee,Overton,22083,75,38
2493,Tennessee,Perry,7915,1979,1018
2494,Tennessee,Pickett,5077,39,14
2495,Tennessee,Polk,16825,49,24
2496,Tennessee,Putnam,72321,30847,13414
2497,Tennessee,Rhea,31809,6751,4065
2498,Tennessee,Roane,54181,9186,3575
2499,Tennessee,Robertson,66283,4686,1088
2500,Tennessee,Rutherford,262604,75470,24324
2501,Tennessee,Scott,22228,4797,2173
2502,Tennessee,Sequatchie,14112,5377,2446
2503,Tennessee,Sevier,89889,22222,8068
2504,Tennessee,Shelby,927644,313182,112593
2505,Tennessee,Smith,19166,620,272
2506,Tennessee,Stewart,13324,247,97
2507,Tennessee,Sullivan,156823,50733,19898
2508,Tennessee,Sumner,160645,55096,12547
2509,Tennessee,Tipton,61081,2507,1394
2510,Tennessee,Trousdale,7870,0,0
2511,Tennessee,Unicoi,18313,673,348
2512,Tennessee,Union,19109,387,139
2513,Tennessee,Van Buren,5548,39,20
2514,Tennessee,Warren,39839,3972,1929
2515,Tennessee,Washington,122979,33166,11118
2516,Tennessee,Wayne,17021,3784,1556
2517,Tennessee,Weakley,35021,6785,3238
2518,Tennessee,White,25841,6263,3271
2519,Tennessee,Williamson,183182,77845,9620
2520,Tennessee,Wilson,113993,36770,7049
2521,Texas,Anderson,58458,18980,6873
2522,Texas,Andrews,14786,3961,1405
2523,Texas,Angelina,86771,20438,8505
2524,Texas,Aransas,23158,7331,3650
2525,Texas,Archer,9054,1477,441
2526,Texas,Armstrong,1901,1896,376
2527,Texas,Atascosa,44911,11249,3997
2528,Texas,Austin,28417,2281,729
2529,Texas,Bailey,7165,465,161
2530,Texas,Bandera,20485,7158,2674
2531,Texas,Bastrop,74171,21735,8101
2532,Texas,Baylor,3726,277,67
2533,Texas,Bee,31861,15525,3712
2534,Texas,Bell,310235,133370,45917
2535,Texas,Bexar,1714773,560136,201979
2536,Texas,Blanco,10497,485,107
2537,Texas,Borden,641,641,96
2538,Texas,Bosque,18212,1649,621
2539,Texas,Bowie,92565,26174,9878
2540,Texas,Brazoria,313166,81898,23207
2541,Texas,Brazos,194851,63344,29324
2542,Texas,Brewster,9232,3617,1571
2543,Texas,Briscoe,1637,1637,782
2544,Texas,Brooks,7223,1278,883
2545,Texas,Brown,38106,11620,4896
2546,Texas,Burleson,17187,3018,873
2547,Texas,Burnet,42750,10675,2921
2548,Texas,Caldwell,38066,7005,3439
2549,Texas,Calhoun,21381,11934,4298
2550,Texas,Callahan,13544,5129,1959
2551,Texas,Cameron,406220,136049,80351
2552,Texas,Camp,12401,1315,755
2553,Texas,Carson,6182,1091,308
2554,Texas,Cass,30464,3255,1559
2555,Texas,Castro,8062,1237,497
2556,Texas,Chambers,35096,4095,1654
2557,Texas,Cherokee,50845,17424,8026
2558,Texas,Childress,7041,3760,1440
2559,Texas,Clay,10752,5914,1891
2560,Texas,Cochran,3127,662,247
2561,Texas,Coke,3320,3319,1197
2562,Texas,Coleman,8895,2428,1035
2563,Texas,Collin,782341,174227,27923
2564,Texas,Collingsworth,3057,225,81
2565,Texas,Colorado,20874,4304,1399
2566,Texas,Comal,108472,17354,5564
2567,Texas,Comanche,13974,2475,1251
2568,Texas,Concho,4087,1092,434
2569,Texas,Cooke,38437,3454,1293
2570,Texas,Coryell,75388,37997,15099
2571,Texas,Cottle,1505,1504,693
2572,Texas,Crane,4375,588,151
2573,Texas,Crockett,3719,247,79
2574,Texas,Crosby,6059,291,140
2575,Texas,Culberson,2398,186,124
2576,Texas,Dallam,6703,3240,1436
2577,Texas,Dallas,2368139,426465,171772
2578,Texas,Dawson,13833,5212,2497
2579,Texas,DeWitt,20097,1103,349
2580,Texas,Deaf Smith,19372,3973,1968
2581,Texas,Delta,5231,377,141
2582,Texas,Denton,662614,181504,38321
2583,Texas,Dickens,2444,485,136
2584,Texas,Dimmit,9996,5388,2590
2585,Texas,Donley,3677,574,214
2586,Texas,Duval,11782,3149,1891
2587,Texas,Eastland,18583,4883,2046
2588,Texas,Ector,137130,38197,10100
