,State,County,2010_Population,Food_Desert_Population,Food_Desert_Low_Income
678,Illinois,Shelby,22363,5588,2099
679,Illinois,St. Clair,270056,85141,30034
680,Illinois,Stark,5994,1799,562
681,Illinois,Stephenson,47711,3307,942
682,Illinois,Tazewell,135394,55391,13179
683,Illinois,Union,17808,3124,1289
684,Illinois,Vermilion,81625,12105,4361
685,Illinois,Wabash,11947,1906,550
686,Illinois,Warren,17707,1405,730
687,Illinois,Washington,14716,1729,626
688,Illinois,Wayne,16760,4118,1474
689,Illinois,White,14665,4613,2232
690,Illinois,Whiteside,58498,14474,4556
691,Illinois,Will,677560,276630,47533
692,Illinois,Williamson,66357,12550,3816
693,Illinois,Winnebago,295266,79726,21279
694,Illinois,Woodford,38664,12048,1998
695,Indiana,Adams,34387,5837,1632
696,Indiana,Allen,355329,123174,38112
697,Indiana,Bartholomew,76794,26061,7841
698,Indiana,Benton,8854,140,73
699,Indiana,Blackford,12766,152,79
700,Indiana,Boone,56640,9806,1219
701,Indiana,Brown,15242,469,192
702,Indiana,Carroll,20155,411,154
703,Indiana,Cass,38966,1263,427
704,Indiana,Clark,110232,25642,7416
705,Indiana,Clay,26890,5669,1391
706,Indiana,Clinton,33224,552,201
707,Indiana,Crawford,10713,1561,499
708,Indiana,Daviess,31648,3729,1785
709,Indiana,DeKalb,42223,8922,2910
710,Indiana,Dearborn,50047,21326,5062
711,Indiana,Decatur,25740,3361,1289
712,Indiana,Delaware,117671,32629,9772
713,Indiana,Dubois,41889,8117,1772
714,Indiana,Elkhart,197559,60041,20731
715,Indiana,Fayette,24277,4759,1914
716,Indiana,Floyd,74578,18498,4946
717,Indiana,Fountain,17240,1424,494
718,Indiana,Franklin,23087,1709,979
719,Indiana,Fulton,20836,2083,1033
720,Indiana,Gibson,33503,1380,507
721,Indiana,Grant,70061,11591,5259
722,Indiana,Greene,33165,4615,2192
723,Indiana,Hamilton,274569,128228,15366
724,Indiana,Hancock,70002,22209,4881
725,Indiana,Harrison,39364,15,5
726,Indiana,Hendricks,145448,66110,9715
727,Indiana,Henry,49462,3412,1193
728,Indiana,Howard,82752,17103,5514
729,Indiana,Huntington,37124,10426,3861
730,Indiana,Jackson,42376,12762,3902
731,Indiana,Jasper,33478,4371,869
732,Indiana,Jay,21253,4637,2138
733,Indiana,Jefferson,32428,2962,1254
734,Indiana,Jennings,28525,7121,3540
735,Indiana,Johnson,139654,33599,8721
736,Indiana,Knox,38440,9405,2548
737,Indiana,Kosciusko,77358,14577,4233
738,Indiana,LaGrange,37128,1920,821
739,Indiana,LaPorte,111467,32782,14759
740,Indiana,Lake,496005,155064,51624
741,Indiana,Lawrence,46134,3309,1535
742,Indiana,Madison,131636,37888,13859
743,Indiana,Marion,903393,242774,85461
744,Indiana,Marshall,47051,7023,2495
745,Indiana,Martin,10334,1345,367
746,Indiana,Miami,36903,9348,4717
747,Indiana,Monroe,137974,21354,6581
748,Indiana,Montgomery,38124,4998,2370
749,Indiana,Morgan,68894,16489,3618
750,Indiana,Newton,14244,1898,526
751,Indiana,Noble,47536,4120,1809
752,Indiana,Ohio,6128,0,0
753,Indiana,Orange,19840,429,212
754,Indiana,Owen,21575,172,86
755,Indiana,Parke,17339,2972,1286
756,Indiana,Perry,19338,5460,1548
757,Indiana,Pike,12845,327,60
758,Indiana,Porter,164343,66336,14465
759,Indiana,Posey,25910,8196,2002
760,Indiana,Pulaski,13402,1271,465
761,Indiana,Putnam,37963,3757,1213
762,Indiana,Randolph,26171,4494,2264
763,Indiana,Ripley,28818,1249,207
764,Indiana,Rush,17392,567,182
765,Indiana,Scott,24181,539,189
766,Indiana,Shelby,44436,7044,2325
767,Indiana,Spencer,20952,2,0
768,Indiana,St. Joseph,266931,86171,26589
769,Indiana,Starke,23363,478,301
770,Indiana,Steuben,34185,10688,4164
771,Indiana,Sullivan,21475,1624,485
772,Indiana,Switzerland,10613,488,221
773,Indiana,Tippecanoe,172780,47128,14572
774,Indiana,Tipton,15936,3046,745
775,Indiana,Union,7516,0,0
776,Indiana,Vanderburgh,179703,50925,9973
777,Indiana,Vermillion,16212,941,391
778,Indiana,Vigo,107848,27386,11148
779,Indiana,Wabash,32888,4175,1891
780,Indiana,Warren,8508,402,144
781,Indiana,Warrick,59689,18158,3209
782,Indiana,Washington,28262,1896,787
783,Indiana,Wayne,68917,13502,5992
784,Indiana,Wells,27636,5228,1669
785,Indiana,White,24643,2520,556
786,Indiana,Whitley,33292,1450,296
787,Iowa,Adair,7682,490,99
788,Iowa,Adams,4029,259,52
789,Iowa,Allamakee,14330,1482,450
790,Iowa,Appanoose,12887,2029,816
791,Iowa,Audubon,6119,462,162
792,Iowa,Benton,26076,4001,954
793,Iowa,Black Hawk,131090,41447,16309
794,Iowa,Boone,26306,3011,1198
795,Iowa,Bremer,24276,2724,398
796,Iowa,Buchanan,20958,3827,895
797,Iowa,Buena Vista,20260,2464,997
798,Iowa,Butler,14867,6660,1970
799,Iowa,Calhoun,9670,265,76
800,Iowa,Carroll,20816,1628,338
801,Iowa,Cass,13956,4013,1314
802,Iowa,Cedar,18499,3911,989
803,Iowa,Cerro Gordo,44151,9440,2512
804,Iowa,Cherokee,12072,1637,390
805,Iowa,Chickasaw,12439,2150,722
806,Iowa,Clarke,9286,857,262
807,Iowa,Clay,16667,2765,755
808,Iowa,Clayton,18129,123,42
809,Iowa,Clinton,49116,13782,3707
810,Iowa,Crawford,17096,5567,2114
811,Iowa,Dallas,66135,10871,1669
812,Iowa,Davis,8753,956,537
813,Iowa,Decatur,8457,833,347
814,Iowa,Delaware,17764,1563,612
815,Iowa,Des Moines,40325,12164,3839
816,Iowa,Dickinson,16667,595,109
817,Iowa,Dubuque,93653,23632,5818
818,Iowa,Emmet,10302,3225,1067
819,Iowa,Fayette,20880,1809,569
820,Iowa,Floyd,16303,3872,1112
821,Iowa,Franklin,10680,2136,682
822,Iowa,Fremont,7441,5616,1655
823,Iowa,Greene,9336,1751,583
824,Iowa,Grundy,12453,1384,307
825,Iowa,Guthrie,10954,1235,423
826,Iowa,Hamilton,15673,2262,613
827,Iowa,Hancock,11341,1425,513
828,Iowa,Hardin,17534,3728,1025
829,Iowa,Harrison,14928,2947,864
830,Iowa,Henry,20145,7044,2364
831,Iowa,Howard,9566,3687,1229
832,Iowa,Humboldt,9815,1853,622
833,Iowa,Ida,7089,75,25
834,Iowa,Iowa,16355,2591,537
835,Iowa,Jackson,19848,4155,1269
836,Iowa,Jasper,36842,6715,1614
837,Iowa,Jefferson,16843,3319,1041
838,Iowa,Johnson,130882,16519,4100
839,Iowa,Jones,20638,3464,1030
840,Iowa,Keokuk,10511,2671,883
841,Iowa,Kossuth,15543,8407,2342
842,Iowa,Lee,35862,9305,3416
843,Iowa,Linn,211226,67561,12937
844,Iowa,Louisa,11387,130,37
845,Iowa,Lucas,8898,2450,920
846,Iowa,Lyon,11581,1299,372
847,Iowa,Madison,15679,2731,580
848,Iowa,Mahaska,22381,5755,1978
849,Iowa,Marion,33309,4401,828
850,Iowa,Marshall,40648,10853,2856
851,Iowa,Mills,15059,2163,606
852,Iowa,Mitchell,10776,2398,868
853,Iowa,Monona,9243,1511,453
854,Iowa,Monroe,7970,823,298
855,Iowa,Montgomery,10740,2267,904
856,Iowa,Muscatine,42745,4736,1108
857,Iowa,O'Brien,14398,4563,1475
858,Iowa,Osceola,6462,1916,472
859,Iowa,Page,15932,1965,599
860,Iowa,Palo Alto,9421,2253,826
861,Iowa,Plymouth,24986,1241,288
862,Iowa,Pocahontas,7310,1326,508
863,Iowa,Polk,430640,81940,19032
864,Iowa,Pottawattamie,93158,30879,10393
865,Iowa,Poweshiek,18914,4026,1061
866,Iowa,Ringgold,5131,560,175
867,Iowa,Sac,10350,3736,1197
868,Iowa,Scott,165224,22274,6088
869,Iowa,Shelby,12167,2671,823
870,Iowa,Sioux,33704,471,172
871,Iowa,Story,89542,21514,8804
872,Iowa,Tama,17767,3926,1498
873,Iowa,Taylor,6317,268,71
874,Iowa,Union,12534,2793,860
875,Iowa,Van Buren,7570,3945,1644
876,Iowa,Wapello,35625,17958,8663
877,Iowa,Warren,46225,12717,2079
878,Iowa,Washington,21704,1966,433
879,Iowa,Wayne,6403,2560,1067
880,Iowa,Webster,38013,12041,4024
881,Iowa,Winnebago,10866,2248,715
882,Iowa,Winneshiek,21056,4417,1069
883,Iowa,Woodbury,102172,27800,9808
884,Iowa,Worth,7598,619,195
885,Iowa,Wright,13229,1642,570
886,Kansas,Allen,13371,5947,2859
887,Kansas,Anderson,8102,1499,453
888,Kansas,Atchison,16924,4631,1438
889,Kansas,Barber,4861,545,130
890,Kansas,Barton,27674,9522,3406
891,Kansas,Bourbon,15173,4169,1468
892,Kansas,Brown,9984,1113,492
893,Kansas,Butler,65880,15077,4090
894,Kansas,Chase,2790,2615,971
895,Kansas,Chautauqua,3669,1344,588
896,Kansas,Cherokee,21603,9056,3632
897,Kansas,Cheyenne,2726,261,71
898,Kansas,Clark,2215,2215,739
899,Kansas,Clay,8535,2628,750
900,Kansas,Cloud,9533,3498,1291
901,Kansas,Coffey,8601,3683,1008
902,Kansas,Comanche,1891,337,61
903,Kansas,Cowley,36311,15651,6257
904,Kansas,Crawford,39134,12707,5528
905,Kansas,Decatur,2961,825,313
906,Kansas,Dickinson,19754,2446,899
907,Kansas,Doniphan,7945,4198,1277
908,Kansas,Douglas,110826,24438,6609
909,Kansas,Edwards,3037,486,166
910,Kansas,Elk,2882,2863,1213
911,Kansas,Ellis,28452,3744,1802
912,Kansas,Ellsworth,6497,1953,644
913,Kansas,Finney,36776,9014,4400
914,Kansas,Ford,33848,8079,3214
915,Kansas,Franklin,25992,13029,4917
916,Kansas,Geary,34362,15217,5771
917,Kansas,Gove,2695,1119,386
918,Kansas,Graham,2597,562,169
919,Kansas,Grant,7829,967,349
920,Kansas,Gray,6006,2728,824
921,Kansas,Greeley,1247,1247,432
922,Kansas,Greenwood,6689,3260,1285
923,Kansas,Hamilton,2690,2690,1112
924,Kansas,Harper,6034,1566,516
925,Kansas,Harvey,34684,4437,1460
926,Kansas,Haskell,4256,4256,1601
927,Kansas,Hodgeman,1916,612,167
928,Kansas,Jackson,13462,2363,778
929,Kansas,Jefferson,19126,164,33
930,Kansas,Jewell,3077,826,298
931,Kansas,Johnson,544179,118540,14580
932,Kansas,Kearny,3977,3977,1263
933,Kansas,Kingman,7858,3334,1068
934,Kansas,Kiowa,2553,2544,938
935,Kansas,Labette,21607,5213,1712
936,Kansas,Lane,1750,390,77
937,Kansas,Leavenworth,76227,29179,8767
938,Kansas,Lincoln,3241,1021,388
939,Kansas,Linn,9656,1351,420
940,Kansas,Logan,2756,503,232
941,Kansas,Lyon,33690,6474,2828
942,Kansas,Marion,12660,2892,1109
943,Kansas,Marshall,10117,1768,592
944,Kansas,McPherson,29180,8573,2287
945,Kansas,Meade,4575,2320,839
946,Kansas,Miami,32787,2876,549
947,Kansas,Mitchell,6373,2061,601
948,Kansas,Montgomery,35471,7388,3105
949,Kansas,Morris,5923,1952,422
950,Kansas,Morton,3233,845,240
951,Kansas,Nemaha,10178,2323,745
952,Kansas,Neosho,16512,1668,633
953,Kansas,Ness,3107,833,315
954,Kansas,Norton,5671,1267,368
955,Kansas,Osage,16295,2451,959
956,Kansas,Osborne,3858,892,362
957,Kansas,Ottawa,6091,1736,437
958,Kansas,Pawnee,6973,2434,855
959,Kansas,Phillips,5642,2213,700
960,Kansas,Pottawatomie,21604,575,100
961,Kansas,Pratt,9656,3183,781
962,Kansas,Rawlins,2519,715,232
963,Kansas,Reno,64511,16412,4456
964,Kansas,Republic,4980,1275,438
965,Kansas,Rice,10083,2036,718
966,Kansas,Riley,71115,37020,17755
967,Kansas,Rooks,5181,750,244
968,Kansas,Rush,3307,699,210
969,Kansas,Russell,6970,2208,863
970,Kansas,Saline,55606,11220,3637
971,Kansas,Scott,4936,1206,377
972,Kansas,Sedgwick,498365,139666,53551
973,Kansas,Seward,22952,1698,620
974,Kansas,Shawnee,177934,29941,12879
975,Kansas,Sheridan,2556,820,249
976,Kansas,Sherman,6010,4704,1886
977,Kansas,Smith,3853,1440,472
978,Kansas,Stafford,4437,1354,426
979,Kansas,Stanton,2235,236,93
980,Kansas,Stevens,5724,1050,341
981,Kansas,Sumner,24132,7478,2526
982,Kansas,Thomas,7900,5300,1261
983,Kansas,Trego,3001,215,75
984,Kansas,Wabaunsee,7053,2947,1022
985,Kansas,Wallace,1485,1485,459
986,Kansas,Washington,5799,2909,970
987,Kansas,Wichita,2234,2234,831
988,Kansas,Wilson,9409,1795,795
989,Kansas,Woodson,3309,614,288
990,Kansas,Wyandotte,157505,41097,21460
991,Kentucky,Adair,18656,1194,780
992,Kentucky,Allen,19956,2117,556
993,Kentucky,Anderson,21421,1670,274
994,Kentucky,Ballard,8249,416,138
995,Kentucky,Barren,42173,4263,2373
996,Kentucky,Bath,11591,14,7
997,Kentucky,Bell,28691,4267,2864
998,Kentucky,Boone,118811,56331,8979
999,Kentucky,Bourbon,19985,3765,1796
1000,Kentucky,Boyd,49542,12832,5524
1001,Kentucky,Boyle,28432,4752,1650
1002,Kentucky,Bracken,8488,48,19
1003,Kentucky,Breathitt,13878,3484,2140
1004,Kentucky,Breckinridge,20059,1810,807
1005,Kentucky,Bullitt,74319,34966,8569
1006,Kentucky,Butler,12690,1031,544
1007,Kentucky,Caldwell,12984,144,46
1008,Kentucky,Calloway,37191,5179,1427
1009,Kentucky,Campbell,90336,33371,8537
1010,Kentucky,Carlisle,5104,115,35
1011,Kentucky,Carroll,10811,0,0
1012,Kentucky,Carter,27720,2183,882
1013,Kentucky,Casey,15955,704,408
1014,Kentucky,Christian,73955,22246,10405
1015,Kentucky,Clark,35613,4019,823
1016,Kentucky,Clay,21730,3612,1837
1017,Kentucky,Clinton,10272,11,5
1018,Kentucky,Crittenden,9315,1351,614
1019,Kentucky,Cumberland,6856,111,67
1020,Kentucky,Daviess,96656,17512,4695
1021,Kentucky,Edmonson,12161,307,144
1022,Kentucky,Elliott,7852,5,2
1023,Kentucky,Estill,14672,40,25
1024,Kentucky,Fayette,295803,63716,22969
1025,Kentucky,Fleming,14348,838,408
1026,Kentucky,Floyd,39451,2510,1249
1027,Kentucky,Franklin,49285,7486,2312
1028,Kentucky,Fulton,6813,6,3
1029,Kentucky,Gallatin,8589,0,0
1030,Kentucky,Garrard,16912,1,0
1031,Kentucky,Grant,24662,1683,783
1032,Kentucky,Graves,37121,5438,2014
1033,Kentucky,Grayson,25746,4353,2276
1034,Kentucky,Green,11258,1255,658
1035,Kentucky,Greenup,36910,7790,2836
1036,Kentucky,Hancock,8565,1815,765
1037,Kentucky,Hardin,105543,31212,10957
1038,Kentucky,Harlan,29278,1903,1153
1039,Kentucky,Harrison,18846,1963,675
1040,Kentucky,Hart,18199,1404,571
1041,Kentucky,Henderson,46250,1185,443
1042,Kentucky,Henry,15416,321,82
1043,Kentucky,Hickman,4902,0,0
1044,Kentucky,Hopkins,46920,11940,5381
1045,Kentucky,Jackson,13494,24,13
1046,Kentucky,Jefferson,741096,139009,34653
1047,Kentucky,Jessamine,48586,12165,3185
1048,Kentucky,Johnson,23356,803,310
1049,Kentucky,Kenton,159720,54394,11345
1050,Kentucky,Knott,16346,139,66
1051,Kentucky,Knox,31883,9678,5774
1052,Kentucky,Larue,14193,2701,1057
1053,Kentucky,Laurel,58849,13025,7102
1054,Kentucky,Lawrence,15860,878,551
1055,Kentucky,Lee,7887,2,1
1056,Kentucky,Leslie,11310,351,192
1057,Kentucky,Letcher,24519,0,0
1058,Kentucky,Lewis,13870,161,119
1059,Kentucky,Lincoln,24742,3796,2568
1060,Kentucky,Livingston,9519,1425,617
1061,Kentucky,Logan,26835,2826,1270
1062,Kentucky,Lyon,8314,260,86
1063,Kentucky,Madison,82916,19741,9411
1064,Kentucky,Magoffin,13333,232,120
1065,Kentucky,Marion,19820,1112,488
1066,Kentucky,Marshall,31448,1913,622
1067,Kentucky,Martin,12929,5,3
1068,Kentucky,Mason,17490,2956,1442
1069,Kentucky,McCracken,65565,21021,7642
1070,Kentucky,McCreary,18306,360,273
1071,Kentucky,McLean,9531,50,20
1072,Kentucky,Meade,28602,4711,2657
1073,Kentucky,Menifee,6306,94,47
1074,Kentucky,Mercer,21331,2422,950
1075,Kentucky,Metcalfe,10099,79,54
1076,Kentucky,Monroe,10963,381,154
1077,Kentucky,Montgomery,26499,3857,1451
1078,Kentucky,Morgan,13923,1269,716
1079,Kentucky,Muhlenberg,31499,4066,1882
1080,Kentucky,Nelson,43437,1626,651
1081,Kentucky,Nicholas,7135,37,13
1082,Kentucky,Ohio,23842,1864,888
1083,Kentucky,Oldham,60316,22645,3962
1084,Kentucky,Owen,10841,1101,461
1085,Kentucky,Owsley,4755,33,24
1086,Kentucky,Pendleton,14877,116,36
1087,Kentucky,Perry,28712,108,82
1088,Kentucky,Pike,65024,76,32
1089,Kentucky,Powell,12613,2,2
1090,Kentucky,Pulaski,63063,13339,5052
1091,Kentucky,Robertson,2282,1613,803
1092,Kentucky,Rockcastle,17056,45,32
1093,Kentucky,Rowan,23333,278,102
1094,Kentucky,Russell,17565,179,73
1095,Kentucky,Scott,47173,15568,4524
1096,Kentucky,Shelby,42074,630,343
1097,Kentucky,Simpson,17327,2986,1310
1098,Kentucky,Spencer,17061,0,0
1099,Kentucky,Taylor,24512,1999,758
1100,Kentucky,Todd,12460,59,27
1101,Kentucky,Trigg,14339,1179,495
1102,Kentucky,Trimble,8809,248,122
1103,Kentucky,Union,15007,3936,2642
1104,Kentucky,Warren,113792,17231,5899
1105,Kentucky,Washington,11717,2021,940
1106,Kentucky,Wayne,20813,2897,1852
1107,Kentucky,Webster,13621,393,111
1108,Kentucky,Whitley,35637,2511,1400
1109,Kentucky,Wolfe,7355,125,64
1110,Kentucky,Woodford,24939,11104,3543
1111,Louisiana,Acadia,61773,4748,2445
1112,Louisiana,Allen,25764,8042,3360
1113,Louisiana,Ascension,107215,48059,12337
1114,Louisiana,Assumption,23421,4706,1197
1115,Louisiana,Avoyelles,42073,6885,3502
1116,Louisiana,Beauregard,35654,20089,7888
1117,Louisiana,Bienville,14353,5123,2214
1118,Louisiana,Bossier,116979,24138,8622
1119,Louisiana,Caddo,254969,90955,38721
1120,Louisiana,Calcasieu,192768,69918,27444
1121,Louisiana,Caldwell,10132,961,328
1122,Louisiana,Cameron,6839,1747,410
1123,Louisiana,Catahoula,10407,2488,1103
1124,Louisiana,Claiborne,17195,2472,1485
1125,Louisiana,Concordia,20822,4576,2695
1126,Louisiana,De Soto,26656,6573,2543
1127,Louisiana,East Baton Rouge,440171,124696,49089
1128,Louisiana,East Carroll,7759,2611,1460
1129,Louisiana,East Feliciana,20267,266,119
1130,Louisiana,Evangeline,33984,7371,4206
1131,Louisiana,Franklin,20767,2039,1198
1132,Louisiana,Grant,22309,4348,1621
1133,Louisiana,Iberia,73240,13874,4679
1134,Louisiana,Iberville,33387,1968,829
1135,Louisiana,Jackson,16274,3869,1977
1136,Louisiana,Jefferson,432552,54888,22350
1137,Louisiana,Jefferson Davis,31594,4966,2170
1138,Louisiana,La Salle,14890,4207,2023
1139,Louisiana,Lafayette,221578,64530,19089
1140,Louisiana,Lafourche,96318,26436,9458
1141,Louisiana,Lincoln,46735,17705,9812
1142,Louisiana,Livingston,128026,34481,10198
1143,Louisiana,Madison,12093,688,406
1144,Louisiana,Morehouse,27979,6280,4012
1145,Louisiana,Natchitoches,39566,12991,6636
1146,Louisiana,Orleans,343829,61609,31860
1147,Louisiana,Ouachita,153720,48316,20211
1148,Louisiana,Plaquemines,23042,12652,4501
1149,Louisiana,Pointe Coupee,22802,7859,3665
1150,Louisiana,Rapides,131613,44538,19869
1151,Louisiana,Red River,9091,1280,455
1152,Louisiana,Richland,20725,3488,1995
1153,Louisiana,Sabine,24233,7247,3502
1154,Louisiana,St. Bernard,35897,17710,7394
1155,Louisiana,St. Charles,52780,26796,8073
1156,Louisiana,St. Helena,11203,663,389
1157,Louisiana,St. James,22102,8404,2846
1158,Louisiana,St. John the Baptist,45924,17229,5605
1159,Louisiana,St. Landry,83384,16508,9007
1160,Louisiana,St. Martin,52160,8020,2892
1161,Louisiana,St. Mary,54650,17520,7852
1162,Louisiana,St. Tammany,233740,73897,17340
1163,Louisiana,Tangipahoa,121097,49784,21404
1164,Louisiana,Tensas,5252,1284,887
1165,Louisiana,Terrebonne,111860,32289,12878
1166,Louisiana,Union,22721,4334,2300
1167,Louisiana,Vermilion,57999,3735,1668
1168,Louisiana,Vernon,52334,25563,10530
1169,Louisiana,Washington,47168,6176,2670
1170,Louisiana,Webster,41207,13097,7137
1171,Louisiana,West Baton Rouge,23788,4877,2138
1172,Louisiana,West Carroll,11604,565,356
1173,Louisiana,West Feliciana,15625,6576,3057
1174,Louisiana,Winn,15313,2522,1035
1175,Maine,Androscoggin,107702,9957,2800
1176,Maine,Aroostook,71870,8397,3476
1177,Maine,Cumberland,281674,64050,13074
1178,Maine,Franklin,30768,4102,1877
1179,Maine,Hancock,54418,2218,965
1180,Maine,Kennebec,122151,6656,1929
1181,Maine,Knox,39736,5690,1712
1182,Maine,Lincoln,34457,1378,476
1183,Maine,Oxford,57833,7755,3055
1184,Maine,Penobscot,153923,20824,8210
1185,Maine,Piscataquis,17535,777,345
1186,Maine,Sagadahoc,35293,3923,1293
1187,Maine,Somerset,52228,6370,2819
1188,Maine,Waldo,38786,5555,2458
1189,Maine,Washington,32856,3751,1791
1190,Maine,York,197131,33505,7617
1191,Maryland,Allegany,75087,22387,8477
1192,Maryland,Anne Arundel,537656,204078,28310
1193,Maryland,Baltimore,805029,143564,23635
1194,Maryland,Baltimore City,620961,13719,5507
1195,Maryland,Calvert,88737,34916,4858
1196,Maryland,Caroline,33066,3039,1400
1197,Maryland,Carroll,167134,50025,6501
1198,Maryland,Cecil,101108,28479,8146
1199,Maryland,Charles,146551,54059,7664
1200,Maryland,Dorchester,32618,4571,1906
1201,Maryland,Frederick,233385,56466,6464
1202,Maryland,Garrett,30097,4538,1471
1203,Maryland,Harford,244826,66999,11517
1204,Maryland,Howard,287085,61084,5743
1205,Maryland,Kent,20197,340,183
1206,Maryland,Montgomery,971777,199405,20164
1207,Maryland,Prince George's,863420,212757,36451
1208,Maryland,Queen Anne's,47798,11215,1372
1209,Maryland,Somerset,26470,4838,2385
1210,Maryland,St. Mary's,105151,23439,4545
1211,Maryland,Talbot,37782,4558,991
1212,Maryland,Washington,147430,51637,12889
1213,Maryland,Wicomico,98733,28637,8912
1214,Maryland,Worcester,51454,15296,3713
1215,Massachusetts,Barnstable,215888,107229,21226
1216,Massachusetts,Berkshire,131219,40912,9791
1217,Massachusetts,Bristol,548285,146370,22331
1218,Massachusetts,Dukes,16535,5402,1227
1219,Massachusetts,Essex,743159,230621,33548
1220,Massachusetts,Franklin,71372,13587,5025
1221,Massachusetts,Hampden,463490,115569,24963
1222,Massachusetts,Hampshire,158080,74019,18428
1223,Massachusetts,Middlesex,1503085,382025,47189
1224,Massachusetts,Nantucket,10172,1386,142
1225,Massachusetts,Norfolk,670850,237070,25660
1226,Massachusetts,Plymouth,494919,206347,27252
1227,Massachusetts,Suffolk,722023,6320,1737
1228,Massachusetts,Worcester,798552,270911,44534
1229,Michigan,Alcona,10942,1164,452
1230,Michigan,Alger,9601,3341,1347
1231,Michigan,Allegan,111408,20065,5003
1232,Michigan,Alpena,29598,2829,1022
1233,Michigan,Antrim,23580,33,14
1234,Michigan,Arenac,15899,4582,1946
1235,Michigan,Baraga,8860,1452,481
1236,Michigan,Barry,59173,19,4
1237,Michigan,Bay,107771,14605,5849
1238,Michigan,Benzie,17525,0,0
1239,Michigan,Berrien,156813,37515,14099
1240,Michigan,Branch,45248,4135,1912
1241,Michigan,Calhoun,136146,35295,12856
1242,Michigan,Cass,52293,6966,2025
1243,Michigan,Charlevoix,25949,562,193
1244,Michigan,Cheboygan,26152,3648,2047
1245,Michigan,Chippewa,38520,5737,2457
1246,Michigan,Clare,30926,588,330
1247,Michigan,Clinton,75382,25578,8519
1248,Michigan,Crawford,14074,1411,492
1249,Michigan,Delta,37069,6916,2640
1250,Michigan,Dickinson,26168,6162,2321
1251,Michigan,Eaton,107759,33315,10483
1252,Michigan,Emmet,32694,8066,2604
1253,Michigan,Genesee,425790,154931,49686
1254,Michigan,Gladwin,25692,1835,871
1255,Michigan,Gogebic,16427,2195,645
1256,Michigan,Grand Traverse,86986,15950,5882
1257,Michigan,Gratiot,42476,15152,8402
1258,Michigan,Hillsdale,46688,779,456
1259,Michigan,Houghton,36628,3816,1756
1260,Michigan,Huron,33118,8925,3600
1261,Michigan,Ingham,280895,88383,33364
1262,Michigan,Ionia,63905,12185,2566
1263,Michigan,Iosco,25887,4110,1706
1264,Michigan,Iron,11817,1667,724
1265,Michigan,Isabella,70311,7101,3566
1266,Michigan,Jackson,160248,48661,18466
1267,Michigan,Kalamazoo,250331,80895,26711
1268,Michigan,Kalkaska,17153,875,372
1269,Michigan,Kent,602622,144724,35214
1270,Michigan,Keweenaw,2156,626,177
1271,Michigan,Lake,11539,1850,956
1272,Michigan,Lapeer,88319,6589,1719
1273,Michigan,Leelanau,21708,0,0
1274,Michigan,Lenawee,99892,26120,8922
1275,Michigan,Livingston,180967,54115,8477
1276,Michigan,Luce,6631,1890,753
1277,Michigan,Mackinac,11113,3329,1474
1278,Michigan,Macomb,840978,200937,45029
1279,Michigan,Manistee,24733,2491,710
1280,Michigan,Marquette,67077,10783,3144
1281,Michigan,Mason,28705,4131,1228
1282,Michigan,Mecosta,42798,7836,4685
1283,Michigan,Menominee,24029,9343,3213
1284,Michigan,Midland,83629,15123,4566
1285,Michigan,Missaukee,14849,664,368
1286,Michigan,Monroe,152021,20714,5149
1287,Michigan,Montcalm,63342,1942,746
1288,Michigan,Montmorency,9765,377,105
1289,Michigan,Muskegon,172188,71080,31363
1290,Michigan,Newaygo,48460,2042,787
1291,Michigan,Oakland,1202362,368481,60961
1292,Michigan,Oceana,26570,2495,1252
1293,Michigan,Ogemaw,21699,11,5
1294,Michigan,Ontonagon,6780,2211,818
1295,Michigan,Osceola,23528,3582,1358
1296,Michigan,Oscoda,8640,138,63
1297,Michigan,Otsego,24164,9585,2381
1298,Michigan,Ottawa,263801,84778,25155
1299,Michigan,Presque Isle,13376,3985,1207
1300,Michigan,Roscommon,24449,3207,1815
1301,Michigan,Saginaw,200169,53295,20743
1302,Michigan,Sanilac,43114,5018,1947
1303,Michigan,Schoolcraft,8485,2242,932
1304,Michigan,Shiawassee,70648,19299,8236
1305,Michigan,St. Clair,163040,58212,21652
1306,Michigan,St. Joseph,61295,8511,3719
1307,Michigan,Tuscola,55729,3909,1528
1308,Michigan,Van Buren,76258,1558,727
1309,Michigan,Washtenaw,344791,84707,22836
1310,Michigan,Wayne,1820584,270655,80257
1311,Michigan,Wexford,32735,8091,3003
1312,Minnesota,Aitkin,16202,5242,1908
1313,Minnesota,Anoka,330844,123793,22335
1314,Minnesota,Becker,32504,10941,4273
1315,Minnesota,Beltrami,44442,10224,3810
1316,Minnesota,Benton,38451,11110,2970
1317,Minnesota,Big Stone,5269,2275,664
1318,Minnesota,Blue Earth,64013,24877,10802
1319,Minnesota,Brown,25893,6578,1566
1320,Minnesota,Carlton,35386,8115,2218
1321,Minnesota,Carver,91042,33484,3644
1322,Minnesota,Cass,28567,3393,1454
1323,Minnesota,Chippewa,12441,1247,387
1324,Minnesota,Chisago,53887,17828,3160
1325,Minnesota,Clay,58999,8079,2139
1326,Minnesota,Clearwater,8695,3297,1330
1327,Minnesota,Cook,5176,1487,508
1328,Minnesota,Cottonwood,11687,3787,1552
1329,Minnesota,Crow Wing,62500,7442,2223
1330,Minnesota,Dakota,398552,147429,22341
